"Company Name","Ticker Symbol","Animal Testing","Nuclear Weapons","Coal Power","Rainforest Destruction"
"Furnafix","FURN",FALSE,FALSE,FALSE,FALSE
"Furry Friends Beauty Bar","FURR",FALSE,FALSE,FALSE,FALSE
"Fusic Music","FUSI",FALSE,FALSE,FALSE,TRUE
"Futura Digital","FUTU",FALSE,FALSE,FALSE,FALSE
"G2 Invest","GINV",FALSE,FALSE,FALSE,FALSE
"G2 Partners","GPAR",FALSE,FALSE,FALSE,FALSE
"G2-También","GTAM",FALSE,FALSE,TRUE,FALSE
"GAAPtek","GAAP",FALSE,FALSE,FALSE,FALSE
"GAAR.com","GAAR",TRUE,FALSE,TRUE,FALSE
"Gadtron","GADT",TRUE,FALSE,TRUE,TRUE
"GagaKita","GAGA",TRUE,FALSE,FALSE,FALSE
"GalaKala","GALA",FALSE,FALSE,FALSE,FALSE
"Gallaxia","GALL",FALSE,FALSE,TRUE,TRUE
"Gaptec","GAPT",FALSE,FALSE,FALSE,FALSE
"Gas Shack","GASS",FALSE,FALSE,FALSE,TRUE
"GasKan","GASK",FALSE,FALSE,TRUE,FALSE
"Gazak","GAZA",FALSE,FALSE,TRUE,TRUE
"GD Peanut Brittle","GDPE",FALSE,FALSE,FALSE,TRUE
"GeekBug","GEEK",FALSE,FALSE,FALSE,FALSE
"Gekkologic","GEKK",FALSE,FALSE,FALSE,FALSE
"Gelatosphere","GELA",FALSE,FALSE,FALSE,FALSE
"Gelity.com","GELI",FALSE,FALSE,FALSE,TRUE
"Gems for Jesus","GEMS",FALSE,FALSE,FALSE,FALSE
"Genekom","GENE",FALSE,FALSE,FALSE,FALSE
"Genmex","GENM",FALSE,FALSE,FALSE,FALSE
"GenSink","GENS",FALSE,FALSE,TRUE,TRUE
"Gentle Bends","GENT",FALSE,FALSE,TRUE,FALSE
"Geocentrix","GEOC",FALSE,FALSE,FALSE,FALSE
"GeoDash","GEOD",FALSE,FALSE,FALSE,FALSE
"Geofarm","GEOF",FALSE,FALSE,FALSE,FALSE
"Geologix","GEOL",FALSE,FALSE,FALSE,FALSE
"GeoQuest","GEOQ",FALSE,FALSE,FALSE,TRUE
"Geostele","GEOS",FALSE,FALSE,FALSE,TRUE
"Get it There!","GETI",FALSE,FALSE,FALSE,FALSE
"Get My Jet Productions","GETM",FALSE,FALSE,FALSE,FALSE
"Get The Word Out","GETT",TRUE,FALSE,FALSE,TRUE
"Get Ya Green Leafies","GETY",FALSE,FALSE,FALSE,FALSE
"GETGO.COM","GETG",FALSE,FALSE,TRUE,TRUE
"GEWIZ – Genetic Engineering Wizards","GEWI",FALSE,FALSE,FALSE,TRUE
"Ghost Voices","GHOS",TRUE,FALSE,FALSE,FALSE
"Giant Path","GIAN",TRUE,FALSE,TRUE,FALSE
"Gift Horses","GIFT",FALSE,FALSE,FALSE,FALSE
"Gig Digit","GIGD",FALSE,FALSE,TRUE,TRUE
"Gigikokomo","GIGI",FALSE,FALSE,FALSE,TRUE
"GimpyKoli","GIMP",FALSE,FALSE,FALSE,FALSE
"Ginger Snapping","GING",FALSE,FALSE,FALSE,TRUE
"Gink","GINK",FALSE,FALSE,TRUE,FALSE
"Girl Pool","GIRL",FALSE,FALSE,FALSE,FALSE
"GIS Matrix","GISM",FALSE,FALSE,FALSE,FALSE
"gKonda","GKON",FALSE,FALSE,FALSE,TRUE
"Glacial Pace Metalurgy","GLAC",FALSE,FALSE,FALSE,FALSE
"Glass Eye","GLAS",FALSE,FALSE,FALSE,TRUE
"GLEAM.COM","GLEA",FALSE,FALSE,FALSE,FALSE
"Gliding Lights Children’s Fund","GLID",FALSE,FALSE,FALSE,TRUE
"Global Matrix","GLOB",FALSE,FALSE,FALSE,FALSE
"GLOCO (Global Commerce Network)","GLOC",FALSE,FALSE,FALSE,TRUE
"Glow Wonder","GLOW",FALSE,FALSE,FALSE,TRUE
"GlueKoze","GLUE",FALSE,FALSE,FALSE,FALSE
"Gluid","GLUI",FALSE,FALSE,TRUE,TRUE
"Gluk(k)","GLUK",FALSE,FALSE,FALSE,FALSE
"Gnu Grounds","GNUG",FALSE,FALSE,FALSE,FALSE
"GnuKnack","GNUK",FALSE,FALSE,FALSE,FALSE
"Go Flux!","GOFL",FALSE,FALSE,FALSE,FALSE
"Go Market","GOMA",FALSE,FALSE,FALSE,TRUE
"GO Port","GOPO",FALSE,FALSE,FALSE,FALSE
"Go Retail","GORE",FALSE,FALSE,FALSE,FALSE
"GoalKeeper","GOAL",FALSE,FALSE,FALSE,FALSE
"Goat Food","GOAT",FALSE,FALSE,FALSE,FALSE
"God Loves The Rich Limousine Service","GODL",TRUE,FALSE,FALSE,FALSE
"Godspeed Legal Graphics","GODS",FALSE,FALSE,TRUE,FALSE
"Godzilla Incorporated","GODZ",FALSE,FALSE,TRUE,FALSE
"Goger.com","GOGE",FALSE,FALSE,FALSE,FALSE
"GogoKimono","GOGO",FALSE,FALSE,TRUE,FALSE
"GoingSkating","GOIN",FALSE,FALSE,FALSE,FALSE
"GojubaKolo","GOJU",FALSE,FALSE,FALSE,FALSE
"Goko","GOKO",FALSE,FALSE,TRUE,FALSE
"Gold Diggers Medical Billing","GOLD",FALSE,FALSE,FALSE,FALSE
"Golistic","GOLI",FALSE,FALSE,FALSE,TRUE
"GollyKeen","GOLL",FALSE,FALSE,FALSE,TRUE
"Gology","GOLO",FALSE,FALSE,FALSE,TRUE
"GoluKibo","GOLU",FALSE,FALSE,FALSE,FALSE
"Gonkle","GONK",FALSE,TRUE,TRUE,TRUE
"Good Nurture","GOOD",FALSE,FALSE,TRUE,TRUE
"Goose Nonline","GOOS",FALSE,FALSE,FALSE,FALSE
"Gorganic","GORG",FALSE,FALSE,FALSE,FALSE
"GorillaTwenty","GORI",TRUE,FALSE,TRUE,FALSE
"GoshKeen","GOSH",FALSE,FALSE,FALSE,TRUE
"GoTee","GOTE",FALSE,FALSE,TRUE,FALSE
"gotIT","GOTI",FALSE,FALSE,FALSE,FALSE
"Gr8 Buys","GRBU",FALSE,TRUE,TRUE,FALSE
"Gr8 Fun","GRFU",FALSE,FALSE,FALSE,FALSE
"Gr8 Gifts","GRGI",FALSE,FALSE,TRUE,FALSE
"Gr8 Sex","GRSE",FALSE,FALSE,FALSE,TRUE
"GR8ESCAPES.COM","GRES",FALSE,FALSE,TRUE,FALSE
"GRACE – Global Renewal And Community Entrepreneurship","GRAC",FALSE,FALSE,FALSE,FALSE
"GradKids","GRAD",FALSE,FALSE,FALSE,TRUE
"Grainspot","GRAI",FALSE,FALSE,FALSE,FALSE
"Grand Scale","GRAN",FALSE,FALSE,FALSE,FALSE
"Graphic Appeal","GRAP",FALSE,FALSE,FALSE,FALSE
"Great Blanket","GREA",FALSE,FALSE,TRUE,FALSE
"GreedKreme","GREE",FALSE,FALSE,FALSE,FALSE
"Grip’n Tackle","GRIP",FALSE,FALSE,FALSE,FALSE
"Grok","GROK",FALSE,FALSE,TRUE,FALSE
"Gronk","GRON",FALSE,FALSE,FALSE,TRUE
"Groomer Pile Pet Care","GROO",FALSE,FALSE,TRUE,TRUE
"Ground Round Publishing","GROU",TRUE,FALSE,TRUE,FALSE
"Growing Panes","GROW",FALSE,FALSE,FALSE,FALSE
"Grupoli","GRUP",TRUE,FALSE,FALSE,FALSE
"Guerilla Soundscapes","GUER",FALSE,FALSE,FALSE,FALSE
"GuiltyKilts","GUIL",FALSE,FALSE,FALSE,FALSE
"Gurly’s Pet Boutique","GURL",FALSE,FALSE,FALSE,FALSE
"Guru Cricket","GURU",FALSE,FALSE,TRUE,TRUE
"Gushkool","GUSH",FALSE,FALSE,FALSE,TRUE
"Gynk","GYNK",FALSE,FALSE,TRUE,FALSE
"Habitat Engineering","HABI",FALSE,FALSE,FALSE,TRUE
"Hair Apparent","HAIR",FALSE,FALSE,TRUE,TRUE
"Halap","HALA",FALSE,FALSE,FALSE,FALSE
"Halloween Dream Team","HALL",FALSE,FALSE,FALSE,TRUE
"Halo Systems","HALO",FALSE,FALSE,TRUE,FALSE
"Ham Rodeo","HAMR",FALSE,FALSE,FALSE,TRUE
"Hand Bag WhipLass","HAND",FALSE,FALSE,FALSE,FALSE
"Happy Acres","HAPP",FALSE,FALSE,TRUE,FALSE
"Harbin Jour","HARB",FALSE,FALSE,FALSE,FALSE
"Hard Ass Fitness","HARD",TRUE,FALSE,FALSE,FALSE
"Harmoney","HARM",FALSE,FALSE,FALSE,FALSE
"HARTEA.com","HART",TRUE,FALSE,TRUE,TRUE
"Has-broken","HASB",FALSE,FALSE,FALSE,FALSE
"Hatha Ways","HATH",FALSE,FALSE,TRUE,FALSE
"Hatology","HATO",FALSE,FALSE,FALSE,FALSE
"Havend Industries","HAVE",FALSE,FALSE,TRUE,TRUE
"Hawked.com","HAWK",FALSE,FALSE,FALSE,FALSE
"Head to Tail Pet Groomers","HEAD",FALSE,FALSE,FALSE,FALSE
"Health Movements","HEAL",FALSE,FALSE,FALSE,FALSE
"Hear 24","HEAR",FALSE,FALSE,FALSE,FALSE
"Heat Waves","HEAT",FALSE,FALSE,TRUE,TRUE
"HeaveHo","HEAV",FALSE,FALSE,FALSE,TRUE
"HedgeSignal.com","HEDG",FALSE,FALSE,FALSE,FALSE
"Hegel’s Bagels","HEGE",FALSE,FALSE,FALSE,FALSE
"Heir of the Dog","HEIR",TRUE,FALSE,TRUE,FALSE
"Helixo","HELI",FALSE,FALSE,FALSE,TRUE
"Hell 2Pay","HELL",FALSE,FALSE,TRUE,FALSE
"HelpingHand","HELP",FALSE,FALSE,FALSE,TRUE
"Hemline of Fire","HEML",FALSE,FALSE,FALSE,TRUE
"Herb Planet","HERB",FALSE,FALSE,FALSE,FALSE
"HERD Research","HERD",FALSE,FALSE,FALSE,TRUE
"Here 24","HERE",FALSE,FALSE,FALSE,TRUE
"Hi Media","HIME",FALSE,FALSE,FALSE,FALSE
"Hi Que","HIQU",FALSE,FALSE,FALSE,FALSE
"High and Dry-Wall","HIGH",FALSE,FALSE,FALSE,FALSE
"Hinway","HINW",FALSE,FALSE,TRUE,FALSE
"Hiparts.com","HIPA",FALSE,FALSE,FALSE,TRUE
"hipYouth","HIPY",TRUE,FALSE,FALSE,TRUE
"Hivedom","HIVE",FALSE,FALSE,FALSE,FALSE
"Hog Heaven","HOGH",FALSE,FALSE,FALSE,FALSE
"Hog Leather","HOGL",FALSE,FALSE,FALSE,TRUE
"Hold the Ladder","HOLD",FALSE,FALSE,FALSE,TRUE
"Hollow Log Farm","HOLL",FALSE,FALSE,FALSE,TRUE
"Holy Support","HOLY",FALSE,FALSE,FALSE,TRUE
"Home Area Network","HOME",FALSE,FALSE,TRUE,TRUE
"Honotron","HONO",FALSE,FALSE,FALSE,TRUE
"Hoof and Heifer","HOOF",FALSE,FALSE,TRUE,TRUE
"Hoot Spas","HOOT",FALSE,FALSE,FALSE,FALSE
"Hopeli","HOPE",FALSE,FALSE,TRUE,TRUE
"Horizon Unlimited","HORI",FALSE,FALSE,FALSE,FALSE
"Horrid Crab","HORR",FALSE,FALSE,FALSE,TRUE
"Horse of a Different Color","HORS",TRUE,FALSE,TRUE,TRUE
"Hot Belly Underground","HOTB",FALSE,FALSE,FALSE,TRUE
"Hot Dogma","HOTD",TRUE,FALSE,FALSE,TRUE
"Hot Geology!","HOTG",FALSE,FALSE,FALSE,FALSE
"Hot Magma!","HOTM",FALSE,FALSE,TRUE,FALSE
"Hot Vinyl","HOTV",FALSE,FALSE,TRUE,FALSE
"Hotcakes","HOTC",FALSE,FALSE,TRUE,FALSE
"Hotrod Logic","HOTR",FALSE,FALSE,FALSE,FALSE
"Hound Dog Heaven","HOUN",TRUE,FALSE,TRUE,FALSE
"Hourglass Etching","HOUR",FALSE,FALSE,FALSE,FALSE
"House Butlers","HOUS",FALSE,FALSE,FALSE,FALSE
"Hoverwander","HOVE",FALSE,FALSE,TRUE,FALSE
"Howlographics","HOWL",FALSE,FALSE,TRUE,TRUE
"Hub and Spoke","HUBA",FALSE,FALSE,FALSE,FALSE
"HUGS – Home Utilized Geriatric Services","HUGS",TRUE,FALSE,TRUE,TRUE
"Human Expression Workshop","HUMA",TRUE,FALSE,FALSE,FALSE
"Humerous Antidotes","HUME",FALSE,FALSE,TRUE,FALSE
"Hydraulica","HYDR",FALSE,FALSE,FALSE,FALSE
"HyperMagic","HYPE",TRUE,FALSE,TRUE,TRUE
"Hyplex","HYPL",FALSE,FALSE,FALSE,TRUE
"Hypographic","HYPO",FALSE,FALSE,FALSE,FALSE
"iBlurb","IBLU",TRUE,FALSE,TRUE,FALSE
"iBOING.COM","IBOI",FALSE,FALSE,FALSE,FALSE
"iBONK.COM","IBON",FALSE,FALSE,FALSE,TRUE
"iBOUNCE.COM","IBOU",FALSE,FALSE,FALSE,FALSE
"iBox","IBOX",FALSE,FALSE,FALSE,FALSE
"Icarus Not","ICAR",FALSE,FALSE,FALSE,FALSE
"iCate.com","ICAT",FALSE,FALSE,FALSE,FALSE
"Iceberg Steel","ICEB",FALSE,FALSE,FALSE,TRUE
"iCLONE.COM","ICLO",FALSE,FALSE,FALSE,FALSE
"Icology","ICOL",FALSE,FALSE,FALSE,FALSE
"Icon Identity","ICON",FALSE,FALSE,FALSE,TRUE
"iDada","IDAD",FALSE,FALSE,FALSE,TRUE
"Idealis","IDEA",TRUE,FALSE,FALSE,FALSE
"Idego","IDEG",FALSE,FALSE,TRUE,FALSE
"Ideographix.com","IDEO",FALSE,FALSE,FALSE,TRUE
"Idetic Industries","IDET",FALSE,FALSE,TRUE,TRUE
"IDICode","IDIC",TRUE,FALSE,FALSE,FALSE
"IdiMatch","IDIM",FALSE,FALSE,FALSE,FALSE
"Idioplasm.com","IDIO",FALSE,FALSE,FALSE,TRUE
"IdiTech","IDIT",FALSE,FALSE,TRUE,TRUE
"Idle Werks","IDLE",FALSE,FALSE,FALSE,FALSE
"iFLIP.COM","IFLI",FALSE,FALSE,FALSE,FALSE
"iGeek","IGEE",FALSE,FALSE,TRUE,FALSE
"Igniting Excellence","IGNI",FALSE,FALSE,FALSE,FALSE
"iKeg","IKEG",FALSE,FALSE,TRUE,TRUE
"iKNOWLEDGE.COM","IKNO",FALSE,FALSE,FALSE,TRUE
"iLand","ILAN",FALSE,FALSE,FALSE,TRUE
"Illumilife","ILLU",FALSE,FALSE,FALSE,TRUE
"Image In Nation","IMAG",FALSE,FALSE,FALSE,FALSE
"Imant","IMAN",FALSE,FALSE,FALSE,FALSE
"Imkan","IMKA",TRUE,FALSE,FALSE,FALSE
"Immunics","IMMU",FALSE,FALSE,FALSE,FALSE
"iMODE.COM","IMOD",FALSE,FALSE,FALSE,FALSE
"Imperium","IMPE",FALSE,FALSE,FALSE,FALSE
"Imprint Technologies","IMPR",FALSE,FALSE,FALSE,FALSE
"In Good Health","INGO",FALSE,FALSE,FALSE,FALSE
"In Ovation","INOV",TRUE,FALSE,FALSE,FALSE
"In The Dirt","INTH",TRUE,FALSE,TRUE,TRUE
"Inbalance Ergonomic Engineering","INBA",TRUE,FALSE,FALSE,FALSE
"inBead","INBE",FALSE,FALSE,FALSE,FALSE
"InClass Online","INCL",FALSE,FALSE,FALSE,FALSE
"IncuBot","INCU",FALSE,FALSE,FALSE,FALSE
"Indexia","INDE",FALSE,FALSE,FALSE,FALSE
"Inear","INEA",FALSE,TRUE,FALSE,FALSE
"iNerve","INER",FALSE,FALSE,FALSE,FALSE
"iNEW.COM","INEW",FALSE,FALSE,FALSE,TRUE
"inFire","INFI",FALSE,FALSE,FALSE,FALSE
"Info Seikh","INFO",FALSE,TRUE,FALSE,FALSE
"Inharmonic.com","INHA",FALSE,FALSE,FALSE,TRUE
"inHeat","INHE",FALSE,FALSE,FALSE,TRUE
"Injoy","INJO",FALSE,FALSE,FALSE,TRUE
"Inkjob INC.","INKJ",FALSE,FALSE,FALSE,TRUE
"iNorm","INOR",FALSE,TRUE,FALSE,FALSE
"InPortal","INPO",FALSE,FALSE,FALSE,FALSE
"Inquala","INQU",FALSE,FALSE,FALSE,TRUE
"Inrt","INRT",FALSE,FALSE,FALSE,FALSE
"Insectus","INSE",FALSE,FALSE,FALSE,TRUE
"Inside Touch","INSI",FALSE,FALSE,FALSE,TRUE
"Insource","INSO",FALSE,FALSE,FALSE,FALSE
"Inspect a Miracle","INSP",FALSE,FALSE,TRUE,FALSE
"InstantServe","INST",FALSE,FALSE,TRUE,TRUE
"Insuresys","INSU",FALSE,FALSE,FALSE,TRUE
"INTELBID.COM","INTE",FALSE,FALSE,FALSE,TRUE
"InTime Learning","INTI",TRUE,FALSE,TRUE,FALSE
"Intradisk","INTR",FALSE,FALSE,FALSE,TRUE
"Inventure","INVE",FALSE,FALSE,FALSE,TRUE
"InvigorUs","INVI",FALSE,FALSE,TRUE,FALSE
"InXORstructures","INXO",FALSE,FALSE,FALSE,TRUE
"INzinc","INZI",FALSE,FALSE,FALSE,FALSE
"Iplax","IPLA",FALSE,FALSE,FALSE,FALSE
"IQ-U","IQU",FALSE,FALSE,FALSE,FALSE
"Irack","IRAC",FALSE,FALSE,FALSE,TRUE
"Iris Green","IRIS",FALSE,FALSE,TRUE,TRUE
"iRodeo","IROD",FALSE,FALSE,FALSE,TRUE
"Iron Horace","IRON",FALSE,FALSE,FALSE,FALSE
"Isadora Duncan Donuts","ISAD",FALSE,FALSE,TRUE,FALSE
"Isbol","ISBO",TRUE,FALSE,FALSE,TRUE
"Isis","ISIS",FALSE,FALSE,FALSE,FALSE
"iSlam","ISLA",FALSE,FALSE,FALSE,TRUE
"isoBuzz","ISOB",FALSE,FALSE,FALSE,FALSE
"Isodrive","ISOD",FALSE,FALSE,TRUE,FALSE
"Isologia","ISOL",FALSE,FALSE,FALSE,FALSE
"IsoMatrix","ISOM",FALSE,FALSE,FALSE,FALSE
"Isonus","ISON",FALSE,FALSE,TRUE,TRUE
"Isoplex","ISOP",FALSE,FALSE,FALSE,FALSE
"isoRodeo","ISOR",FALSE,FALSE,FALSE,FALSE
"Isosphere","ISOS",FALSE,FALSE,FALSE,FALSE
"Isoternia","ISOT",FALSE,FALSE,FALSE,TRUE
"isoXOR","ISOX",FALSE,FALSE,FALSE,FALSE
"iSTATION.COM","ISTA",FALSE,FALSE,FALSE,FALSE
"iSTORM.COM","ISTO",FALSE,FALSE,FALSE,TRUE
"IT Idego","ITID",FALSE,FALSE,FALSE,FALSE
"IT Impact","ITIM",FALSE,FALSE,FALSE,TRUE
"IT Magma","ITMA",FALSE,FALSE,FALSE,TRUE
"IT Planet","ITPL",FALSE,FALSE,FALSE,FALSE
"ITeam","ITEA",TRUE,FALSE,TRUE,FALSE
"iTROPIC.COM","ITRO",FALSE,FALSE,FALSE,TRUE
"It’s Pawsible!","ITSP",FALSE,FALSE,TRUE,TRUE
"It’s The Economy, Inc.","ITST",FALSE,FALSE,FALSE,TRUE
"iVEND","IVEN",FALSE,FALSE,FALSE,TRUE
"iZinc","IZIN",FALSE,FALSE,FALSE,TRUE
"Izzby","IZZB",FALSE,FALSE,FALSE,TRUE
"JackPoint.com","JACK",TRUE,FALSE,FALSE,FALSE
"Jalapeño Fire Waltz","JALA",FALSE,FALSE,FALSE,FALSE
"James Joyce Incorporated","JAME",FALSE,FALSE,TRUE,FALSE
"Jamnation","JAMN",FALSE,FALSE,FALSE,FALSE
"Janga Java","JANG",FALSE,FALSE,FALSE,FALSE
"Jasper","JASP",FALSE,FALSE,FALSE,FALSE
"Javaddiction","JAVA",FALSE,FALSE,TRUE,FALSE
"Jean Pool","JEAN",FALSE,FALSE,FALSE,TRUE
"JellyEight","JELL",FALSE,FALSE,FALSE,TRUE
"Jesus Airwaves","JESU",FALSE,FALSE,TRUE,FALSE
"Jetsam’s Club","JETS",TRUE,FALSE,FALSE,FALSE
"JetWide","JETW",FALSE,FALSE,FALSE,FALSE
"Jewels and Gem","JEWE",FALSE,FALSE,FALSE,FALSE
"Jezebel’s Juice","JEZE",FALSE,FALSE,TRUE,TRUE
"Jimbies","JIMB",TRUE,FALSE,FALSE,FALSE
"Jitterbug Coffee Distributors","JITT",FALSE,FALSE,FALSE,FALSE
"Johnny Coffeebean","JOHN",FALSE,FALSE,TRUE,FALSE
"JotBox","JOTB",FALSE,FALSE,FALSE,TRUE
"Joviold","JOVI",TRUE,FALSE,FALSE,FALSE
"Judgment Day Collection Agency","JUDG",FALSE,FALSE,FALSE,FALSE
"Jug Lore","JUGL",FALSE,FALSE,FALSE,TRUE
"Jules and Gems","JULE",FALSE,FALSE,TRUE,TRUE
"Jumpnastics","JUMP",FALSE,FALSE,TRUE,TRUE
"Jungle Jewlery","JUNG",FALSE,FALSE,FALSE,TRUE
"Junipoor","JUNI",FALSE,FALSE,FALSE,FALSE
"Junk Sure","JUNK",FALSE,FALSE,TRUE,FALSE
"Jupitor Place","JUPI",FALSE,FALSE,FALSE,FALSE
"Just Add Coffee","JUST",FALSE,FALSE,FALSE,FALSE
"Kage","KAGE",TRUE,FALSE,FALSE,TRUE
"Kaggle","KAGG",FALSE,FALSE,FALSE,FALSE
"Kale Forest","KALE",FALSE,FALSE,FALSE,TRUE
"KanGas","KANG",FALSE,FALSE,TRUE,FALSE
"Karma Farm","KARM",TRUE,FALSE,FALSE,TRUE
"Katakana","KATA",TRUE,FALSE,FALSE,FALSE
"Katzen Hounden Animal Grooming","KATZ",FALSE,FALSE,FALSE,TRUE
"KCS Design","KCSD",FALSE,FALSE,FALSE,TRUE
"KC’s Prime 59","KCSP",FALSE,FALSE,FALSE,FALSE
"kcs59","KCS",TRUE,FALSE,FALSE,FALSE
"Keeg","KEEG",TRUE,FALSE,FALSE,FALSE
"Keengen","KEEN",FALSE,FALSE,FALSE,FALSE
"Kegular","KEGU",FALSE,FALSE,TRUE,TRUE
"Kenegy","KENE",TRUE,FALSE,FALSE,FALSE
"Kengen","KENG",FALSE,FALSE,FALSE,FALSE
"kentclark","KENT",FALSE,FALSE,FALSE,TRUE
"Key Eicher Mechanisms","KEYE",FALSE,FALSE,FALSE,FALSE
"Key Fastening Mechanisms","KEYF",FALSE,FALSE,FALSE,FALSE
"KeyPlay","KEYP",FALSE,FALSE,FALSE,TRUE
"KICK- Knowledge and Information Control Kiosks","KICK",FALSE,FALSE,FALSE,TRUE
"KidGrad","KIDG",FALSE,FALSE,FALSE,TRUE
"Kidinstant.com","KIDI",FALSE,FALSE,TRUE,TRUE
"Kidstock","KIDS",FALSE,FALSE,FALSE,TRUE
"KidZone Chatterbox","KIDZ",TRUE,FALSE,FALSE,TRUE
"Kiggle","KIGG",FALSE,FALSE,TRUE,FALSE
"KillGod","KILL",TRUE,FALSE,TRUE,FALSE
"Kindaloo","KIND",FALSE,FALSE,FALSE,FALSE
"Kinethesia","KINE",FALSE,FALSE,FALSE,TRUE
"KinGene","KING",FALSE,FALSE,TRUE,FALSE
"Kiosk","KIOS",FALSE,FALSE,TRUE,TRUE
"KISS – Keep Internet Solutions Simple","KISS",TRUE,FALSE,FALSE,FALSE
"Kitch Bitch","KITC",FALSE,FALSE,FALSE,FALSE
"Kitsch Bitch","KITS",FALSE,FALSE,FALSE,FALSE
"Kitty Hawk Gyrocopters","KITT",FALSE,FALSE,FALSE,FALSE
"Klugger","KLUG",FALSE,FALSE,FALSE,TRUE
"KnackGrip","KNAC",FALSE,FALSE,TRUE,TRUE
"Kneeding Nirvana","KNEE",FALSE,FALSE,FALSE,FALSE
"Knit and Caboodle","KNIT",FALSE,FALSE,FALSE,TRUE
"Know It All SAT Preparation Services","KNOW",FALSE,FALSE,FALSE,FALSE
"Koffee","KOFF",FALSE,FALSE,FALSE,TRUE
"Kog","KOG",FALSE,FALSE,FALSE,TRUE
"KollGanja","KOLL",TRUE,FALSE,FALSE,TRUE
"KomGene","KOMG",FALSE,TRUE,TRUE,TRUE
"Kongene","KONG",FALSE,FALSE,FALSE,TRUE
"Konnect","KONN",FALSE,FALSE,FALSE,FALSE
"Koogle","KOOG",FALSE,FALSE,FALSE,FALSE
"KoolBug","KOOL",FALSE,FALSE,FALSE,FALSE
"Kozgene","KOZG",FALSE,FALSE,FALSE,FALSE
"Krag","KRAG",FALSE,FALSE,TRUE,FALSE
"KrillGreen","KRIL",FALSE,FALSE,FALSE,FALSE
"Kriya Out","KRIY",FALSE,FALSE,TRUE,TRUE
"Krog","KROG",FALSE,FALSE,FALSE,FALSE
"Kyagoro","KYAG",FALSE,FALSE,TRUE,FALSE
"KyakGuru","KYAK",FALSE,FALSE,FALSE,TRUE
"Kyoto Om","KYOT",TRUE,FALSE,TRUE,FALSE
"La Bonne Terre","LABO",FALSE,FALSE,FALSE,FALSE
"Lab Along","LABA",FALSE,FALSE,FALSE,FALSE
"LadyWorks.com","LADY",FALSE,FALSE,FALSE,FALSE
"Lambs Ears","LAMB",FALSE,FALSE,TRUE,FALSE
"Landmark Dental","LAND",FALSE,FALSE,FALSE,FALSE
"LARGEFLAT.COM","LARG",FALSE,FALSE,FALSE,FALSE
"Laser Senses","LASE",FALSE,FALSE,FALSE,FALSE
"LastGoRound","LAST",FALSE,FALSE,TRUE,FALSE
"Latticenet","LATT",FALSE,FALSE,FALSE,FALSE
"Launch Money","LAUN",FALSE,FALSE,FALSE,TRUE
"Lauralight","LAUR",FALSE,FALSE,FALSE,TRUE
"Le Grand Pet Boutique","LEGR",TRUE,FALSE,FALSE,FALSE
"Le Petit Chef","LEPE",FALSE,FALSE,FALSE,FALSE
"LEAD – Leadership Education and Adult Direction","LEAD",FALSE,FALSE,FALSE,FALSE
"Leaf and Stalk","LEAF",FALSE,FALSE,TRUE,FALSE
"Lean Into It","LEAN",TRUE,FALSE,FALSE,TRUE
"Leap, Inc","LEAP",FALSE,FALSE,FALSE,TRUE
"LearnAround","LEAR",FALSE,FALSE,FALSE,TRUE
"Leather Magic","LEAT",FALSE,FALSE,FALSE,FALSE
"Leekville Farms","LEEK",TRUE,FALSE,FALSE,FALSE
"Legal Asset Recovery Agency","LEGA",FALSE,FALSE,FALSE,TRUE
"LegCol","LEGC",FALSE,FALSE,FALSE,FALSE
"Leo Advertising Network","LEOA",FALSE,FALSE,FALSE,FALSE
"Leo International Advertising","LEOI",TRUE,FALSE,FALSE,TRUE
"LessStress","LESS",FALSE,FALSE,FALSE,FALSE
"Letpro","LETP",FALSE,FALSE,FALSE,FALSE
"Lexicondo","LEXI",FALSE,FALSE,FALSE,TRUE
"Liberty Coffee","LIBE",FALSE,FALSE,FALSE,TRUE
"Lickin’ Leathers","LICK",FALSE,FALSE,TRUE,TRUE
"Life Audit","LIFE",FALSE,FALSE,TRUE,FALSE
"LightSpeed Loading","LIGH",FALSE,FALSE,FALSE,TRUE
"Limage","LIMA",FALSE,FALSE,FALSE,FALSE
"Limber Timber","LIMB",FALSE,FALSE,FALSE,TRUE
"Limozen","LIMO",FALSE,FALSE,TRUE,FALSE
"Lingerie Menagerie","LING",FALSE,FALSE,FALSE,FALSE
"Linotronic","LINO",FALSE,FALSE,FALSE,FALSE
"Lion Advertising","LION",FALSE,FALSE,TRUE,TRUE
"LiquiBuzz","LIQU",FALSE,FALSE,TRUE,FALSE
"ListenUP","LIST",FALSE,FALSE,FALSE,FALSE
"Lithium Group","LITH",FALSE,FALSE,TRUE,FALSE
"Little Farm On the Prairie","LITT",FALSE,FALSE,TRUE,FALSE
"Liturgical Surgical","LITU",FALSE,FALSE,TRUE,FALSE
"Live Lacquer","LIVE",FALSE,FALSE,FALSE,TRUE
"Livin’ In Rhythm","LIVI",FALSE,FALSE,FALSE,TRUE
"Local Focal","LOCA",FALSE,FALSE,FALSE,FALSE
"Loco Motion","LOCO",FALSE,FALSE,FALSE,TRUE
"LongNights.com","LONG",TRUE,FALSE,FALSE,TRUE
"Loose Inc.","LOOS",FALSE,FALSE,FALSE,TRUE
"Loot & Lather","LOOT",FALSE,FALSE,FALSE,FALSE
